URL,FINAL URL,FINAL URL LENGTH,CANONICAL,CANONICAL LENGTH,TITLE,TITLE LENGTH,TITLE STATUS,H1-1,H1-1 LENGTH,H1-1 STATUS,META DESCRIPTION,META DESCRIPTION LENGTH,META DESCRIPTION STATUS,META KEYWORDS,META KEYWORDS LENGTH,H2-1,H2-1 LENGTH,H2-1 STATUS,NUMBER OF IMAGES,NUMBER OF WITH ALT-TAG,NUMBER OF WITHOUT ALT-TAG,ALT-TAG AVERAGE LENGTH,ALT-TAG MAXIMUM LENGTH,ALT-TAG MINIMUM LENGTH,NUMBER OF ALT-TAGS THAT ARE DUPLICATED,CONTENT TYPE,DATE,HTTP/HTTPS,REDIRECT,REDIRECT TYPE,RESPONSE TIME (MS),STATUS,STATUS CODE,DEPTH,FOLDER LEVEL 1,FOLDER LEVEL 2,FOLDER LEVEL 3
http://www.aims360.com/new-aims360-features-business-intelligence-grid-notification-colors-sales-rep-commisions-order-details-interface-enhancements/,http://www.aims360.com/new-aims360-features-business-intelligence-grid-notification-colors-sales-rep-commisions-order-details-interface-enhancements/,149.0,http://www.aims360.com/new-aims360-features-business-intelligence-grid-notification-colors-sales-rep-commisions-order-details-interface-enhancements/,149,New AIMS360 Features - Business Intelligence | Grid Notification Colors | Sales Rep Commissions | Order Details | Interface Enhancements - Apparel Software | Fashion ERP | AIMS 360,180.0,TOO LONG,"
",1.0,,,,,,,,,,14.0,13.0,1.0,9.615384615384615,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:22:27 GMT",HTTP,False,NONE,476.756,OK,200.0,2.0,new-aims360-features-business-intelligence-grid-notification-colors-sales-rep-commisions-order-details-interface-enhancements,,
http://www.aims360.com/new-aims360-features-added-order-imports-chargebacks-more-production-options-business-intelligence/,http://www.aims360.com/new-aims360-features-added-order-imports-chargebacks-more-production-options-business-intelligence/,122.0,http://www.aims360.com/new-aims360-features-added-order-imports-chargebacks-more-production-options-business-intelligence/,122,New AIMS360 Features Added - Order Imports | Chargebacks | More Production Options | Business Intelligence - Apparel Software | Fashion ERP | AIMS 360,150.0,TOO LONG,"
",1.0,,,,,,,,,,12.0,11.0,1.0,8.454545454545455,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:21:35 GMT",HTTP,False,NONE,258.192,OK,200.0,2.0,new-aims360-features-added-order-imports-chargebacks-more-production-options-business-intelligence,,
http://www.aims360.com/new-aims-360-features-enhancements-trading-partners-allocated-wip-filters-shipping-integration/,http://www.aims360.com/new-aims-360-features-enhancements-trading-partners-allocated-wip-filters-shipping-integration/,118.0,http://www.aims360.com/new-aims-360-features-enhancements-trading-partners-allocated-wip-filters-shipping-integration/,118,New AIMS 360 Features / Enhancements - Trading Partners | Allocated WIP FIlters | Shipping Integration - Apparel Software | Fashion ERP | AIMS 360,146.0,TOO LONG,"
",1.0,,,,,,,,,,14.0,13.0,1.0,10.846153846153847,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:22:42 GMT",HTTP,False,NONE,422.884,OK,200.0,2.0,new-aims-360-features-enhancements-trading-partners-allocated-wip-filters-shipping-integration,,
http://www.aims360.com/new-aims360-features-search-box-quick-save-new-edi-transactions-add-styles-directly-in-ipad/,http://www.aims360.com/new-aims360-features-search-box-quick-save-new-edi-transactions-add-styles-directly-in-ipad/,115.0,http://www.aims360.com/new-aims360-features-search-box-quick-save-new-edi-transactions-add-styles-directly-in-ipad/,115,New AIMS360 Features - Search Box | Quick Save | New EDI Transactions | Add Styles Directly in iPad - Apparel Software | Fashion ERP | AIMS 360,143.0,TOO LONG,"
",1.0,,,,,,,,,,12.0,11.0,1.0,8.454545454545455,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:21:25 GMT",HTTP,False,NONE,606.691,OK,200.0,2.0,new-aims360-features-search-box-quick-save-new-edi-transactions-add-styles-directly-in-ipad,,
http://www.aims360.com/aims-360-apparel-erp-software-aims-to-guest-speak-and-exhibit-during-l-a-textile-show/,http://www.aims360.com/aims-360-apparel-erp-software-aims-to-guest-speak-and-exhibit-during-l-a-textile-show/,109.0,http://www.aims360.com/aims-360-apparel-erp-software-aims-to-guest-speak-and-exhibit-during-l-a-textile-show/,109,AIMS 360 Apparel ERP Software - AIMS to Guest Speak and Exhibit During L.A. Textile Show - Apparel Software | Fashion ERP | AIMS 360,132.0,TOO LONG,"
",1.0,,,,,,,,,,11.0,10.0,1.0,8.2,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:21:32 GMT",HTTP,False,NONE,351.307,OK,200.0,2.0,aims-360-apparel-erp-software-aims-to-guest-speak-and-exhibit-during-l-a-textile-show,,
http://www.aims360.com/aims-360-apparel-erp-software-understanding-the-language-of-the-apparel-industry-101/,http://www.aims360.com/aims-360-apparel-erp-software-understanding-the-language-of-the-apparel-industry-101/,108.0,http://www.aims360.com/aims-360-apparel-erp-software-understanding-the-language-of-the-apparel-industry-101/,108,AIMS 360 Apparel ERP Software - Understanding the Language of the Apparel Industry 101 - Apparel Software | Fashion ERP | AIMS 360,130.0,TOO LONG,"
",1.0,,,,,,,,,,12.0,11.0,1.0,7.454545454545454,41.0,0.0,9.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:22:15 GMT",HTTP,False,NONE,533.487,OK,200.0,2.0,aims-360-apparel-erp-software-understanding-the-language-of-the-apparel-industry-101,,
http://www.aims360.com/aims-360-apparel-erp-software-automated-software-integration-in-the-apparel-industry/,http://www.aims360.com/aims-360-apparel-erp-software-automated-software-integration-in-the-apparel-industry/,108.0,http://www.aims360.com/aims-360-apparel-erp-software-automated-software-integration-in-the-apparel-industry/,108,AIMS 360 Apparel ERP Software - Automated Software Integration in the Apparel Industry - Apparel Software | Fashion ERP | AIMS 360,130.0,TOO LONG,"
",1.0,,,,,,,,,,12.0,11.0,1.0,7.454545454545454,41.0,0.0,9.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:21:35 GMT",HTTP,False,NONE,360.452,OK,200.0,2.0,aims-360-apparel-erp-software-automated-software-integration-in-the-apparel-industry,,
http://www.aims360.com/aims-360-apparel-erp-software-business-intelligence-makes-for-intelligent-business/,http://www.aims360.com/aims-360-apparel-erp-software-business-intelligence-makes-for-intelligent-business/,106.0,http://www.aims360.com/aims-360-apparel-erp-software-business-intelligence-makes-for-intelligent-business/,106,AIMS 360 Apparel ERP Software - Business Intelligence Makes for Intelligent Business - Apparel Software | Fashion ERP | AIMS 360,128.0,TOO LONG,"
",1.0,,,,,,,,,,11.0,10.0,1.0,8.2,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:22:40 GMT",HTTP,False,NONE,386.034,OK,200.0,2.0,aims-360-apparel-erp-software-business-intelligence-makes-for-intelligent-business,,
http://www.aims360.com/aims-360-apparel-erp-software-u-s-eccomerce-sales-could-top-434-billion-in-2017/,http://www.aims360.com/aims-360-apparel-erp-software-u-s-eccomerce-sales-could-top-434-billion-in-2017/,103.0,http://www.aims360.com/aims-360-apparel-erp-software-u-s-eccomerce-sales-could-top-434-billion-in-2017/,103,AIMS 360 Apparel ERP Software - U.S. Eccomerce Sales Could Top $434 Billion in 2017 - Apparel Software | Fashion ERP | AIMS 360,127.0,TOO LONG,"
",1.0,,,,,,,,,,14.0,13.0,1.0,6.3076923076923075,41.0,0.0,11.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:21:19 GMT",HTTP,False,NONE,643.887,OK,200.0,2.0,aims-360-apparel-erp-software-u-s-eccomerce-sales-could-top-434-billion-in-2017,,
http://www.aims360.com/wfx-cloud-plm-aims360-partner-best-breed-solution-fashion-companies/,http://www.aims360.com/wfx-cloud-plm-aims360-partner-best-breed-solution-fashion-companies/,91.0,http://www.aims360.com/wfx-cloud-plm-aims360-partner-best-breed-solution-fashion-companies/,91,WFX Cloud PLM and AIMS360 Partner for Best-of-Breed Solution for Fashion Companies - Apparel Software | Fashion ERP | AIMS 360,126.0,TOO LONG,"
",1.0,,,,,,,,,,11.0,10.0,1.0,8.2,41.0,0.0,8.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:20:33 GMT",HTTP,False,NONE,264.568,OK,200.0,2.0,wfx-cloud-plm-aims360-partner-best-breed-solution-fashion-companies,,
